codigo_act,latitud,longitud
112519,18.6319748,-98.99131004
112519,18.6377589,-98.99628244
112519,18.58375288,-99.04338968
112515,18.70052835,-98.85549358
112519,18.63495865,-98.99604946
112515,18.7477473,-99.44172833
112519,18.63253567,-98.99128542
112519,18.65933828,-99.15078917
112515,18.61945386,-99.32758079
112519,18.67123742,-99.21036781
112519,18.72673889,-98.90854444
112515,18.68474038,-99.15065734
112515,18.82314085,-99.17285936
112519,18.58413259,-99.04167927
112515,18.51377897,-99.01133955
112519,18.63028349,-98.99022904
112515,18.6308039,-98.9910369
112515,18.89412978,-99.18789171
112519,18.63230828,-98.99547503
112519,18.6150493,-99.01130458
112519,18.68721127,-98.97652551
112519,18.63303982,-98.99775709
112515,18.63654664,-98.99491118
112519,18.66168112,-99.20986701
112519,18.59454307,-99.038442
112515,18.61842629,-99.0047128
112515,18.85110172,-99.22113573
112519,18.58423037,-99.18085187
112515,18.75464722,-99.20383028
112515,18.52271677,-98.81896075
112519,18.61618484,-99.00867137
112519,18.63743239,-99.00697893
112519,18.66306925,-99.21045147
112515,18.65700577,-99.15386713
112515,18.74723615,-99.43855812
112515,18.62669343,-98.99536273
112515,18.83606498,-99.20737552
112515,18.87243847,-99.15860155
112519,18.92842024,-99.177999
112515,18.68016072,-99.14950862
112519,18.65933828,-99.15078917
112515,18.62948532,-98.99847436
112519,18.64502917,-99.02421778
112519,18.63231705,-98.99178432
112515,18.74354167,-99.12953417
112519,18.63533027,-98.99549576
112519,18.6219728,-98.99694983
112519,18.65539028,-99.03799194
112515,18.71027464,-99.1076697
112515,18.70537642,-98.7725318
112519,18.63547722,-99.01663583
112519,18.62323616,-99.00761298
112519,18.77150184,-99.205776
112519,18.63279986,-98.99159363
112519,18.59665808,-99.02707263
112519,18.63499611,-98.99585444
112519,18.616152,-99.22145614
112515,18.62986345,-98.99499558
112519,18.63183112,-98.99249908
112519,18.70292197,-98.98244281
112519,18.61996756,-99.00235917
112515,18.75747622,-99.20395236
112519,18.65609063,-98.94210813
112519,18.6569869,-98.94455617
112519,18.63872496,-99.00220747
112519,18.77150184,-99.205776
112519,18.59021247,-99.03383158
112519,18.62710621,-99.02190919
112515,18.65004397,-99.22059506
112519,18.65933828,-99.15078917
112515,18.70265757,-99.37701621
112519,18.70220563,-99.37466373
112515,18.61879662,-98.75585998
112515,18.86339829,-98.96975116
112519,18.76353037,-98.91337999
112519,18.61734443,-99.0053359
112519,18.61920205,-99.0044862
112515,18.82402064,-98.93969619
112519,18.59881389,-99.20375472
112515,18.62670779,-98.99534794
112515,18.63448722,-98.99637947
112519,18.62822841,-98.99905487
112519,18.83226005,-98.98767865
112519,18.62756826,-99.00326127
112519,18.57972624,-99.04083821
112515,18.57970257,-99.04080183
112519,18.6267025,-98.99535167
112515,18.61299791,-99.01499969
112515,18.65532399,-98.94417357
112515,18.97960291,-99.27219112
112519,18.73089912,-98.91196213
112519,18.63499611,-98.99585444
112515,18.64671875,-99.18449839
112519,18.59039366,-99.03524999
112519,18.63932232,-99.00333602
112515,18.62840032,-98.9982801
112515,18.61374717,-98.73244676
112519,18.64773744,-99.21933449
112515,18.75606947,-98.95429443
